	id	sentence1	label	positions
1239	1283	{ LOCATION1 transit location } is probably the 2nd best theme park in England and is only 30 minutes from central London	Positive	0 2 3 
1244	1285	If you were to go out to somewhere like { LOCATION1 general } , then you would have a very long commute to the London	None	9 11 
1245	1285	If you were to go out to somewhere like { LOCATION1 price } , then you would have a very long commute to the London	None	9 11 
1246	1285	If you were to go out to somewhere like { LOCATION1 safety } , then you would have a very long commute to the London	None	9 11 
1247	1285	If you were to go out to somewhere like { LOCATION1 transit location } , then you would have a very long commute to the London	Negative	9 11 12 
1248	1286	{ LOCATION1 general } is a bit further out but again cheaper than central London	None	0 2 
1249	1286	{ LOCATION1 price } is a bit further out but again cheaper than central London	None	0 2 
1250	1286	{ LOCATION1 safety } is a bit further out but again cheaper than central London	Positive	0 2 
1251	1286	{ LOCATION1 transit location } is a bit further out but again cheaper than central London	Positive	0 2 3 
1252	1287	I must say { LOCATION1 general } is one of my favorite places and i 'd love to live there	Positive	3 5 
1253	1287	I must say { LOCATION1 price } is one of my favorite places and i 'd love to live there	None	3 5 
1254	1287	I must say { LOCATION1 safety } is one of my favorite places and i 'd love to live there	None	3 5 
1255	1287	I must say { LOCATION1 transit location } is one of my favorite places and i 'd love to live there	None	3 5 6 
1256	1288	I think the farthest out in essex to be close to London would be { LOCATION1 general }	None	14 16 
1257	1288	I think the farthest out in essex to be close to London would be { LOCATION1 price }	None	14 16 
1258	1288	I think the farthest out in essex to be close to London would be { LOCATION1 safety }	None	14 16 
1259	1288	I think the farthest out in essex to be close to London would be { LOCATION1 transit location }	Positive	14 16 17 
1260	1289	I rather like { LOCATION1 general }	Positive	3 5 
1261	1289	I rather like { LOCATION1 price }	None	3 5 
1262	1289	I rather like { LOCATION1 safety }	None	3 5 
1263	1289	I rather like { LOCATION1 transit location }	None	3 5 6 
1284	1294	{ LOCATION1 general } is nicer but also more expensive , however the area seems to be in decline	Positive	0 2 
1285	1294	{ LOCATION1 price } is nicer but also more expensive , however the area seems to be in decline	Negative	0 2 
1286	1294	{ LOCATION1 safety } is nicer but also more expensive , however the area seems to be in decline	None	0 2 
1287	1294	{ LOCATION1 transit location } is nicer but also more expensive , however the area seems to be in decline	None	0 2 3 
1288	1295	{ LOCATION1 general } is reasonably priced	None	0 2 
1289	1295	{ LOCATION1 price } is reasonably priced	Positive	0 2 
1290	1295	{ LOCATION1 safety } is reasonably priced	None	0 2 
1291	1295	{ LOCATION1 transit location } is reasonably priced	None	0 2 3 
1292	1296	{ LOCATION1 general } is dull	Negative	0 2 
1293	1296	{ LOCATION1 price } is dull	None	0 2 
1294	1296	{ LOCATION1 safety } is dull	None	0 2 
1295	1296	{ LOCATION1 transit location } is dull	None	0 2 3 
1300	1298	That should be fairly simple for you to get to on the DLR from { LOCATION1 general }	None	14 16 
1301	1298	That should be fairly simple for you to get to on the DLR from { LOCATION1 price }	None	14 16 
1302	1298	That should be fairly simple for you to get to on the DLR from { LOCATION1 safety }	None	14 16 
1303	1298	That should be fairly simple for you to get to on the DLR from { LOCATION1 transit location }	Positive	14 16 17 
1304	1299	Personally , I preferred { LOCATION1 general }	Positive	4 6 
1305	1299	Personally , I preferred { LOCATION1 price }	None	4 6 
1306	1299	Personally , I preferred { LOCATION1 safety }	None	4 6 
1307	1299	Personally , I preferred { LOCATION1 transit location }	None	4 6 7 
1316	1300	I 'd say , if you have enough money , { LOCATION1 general } is actually really lovely	Positive	10 12 
1317	1300	I 'd say , if you have enough money , { LOCATION1 price } is actually really lovely	Negative	10 12 
1318	1300	I 'd say , if you have enough money , { LOCATION1 safety } is actually really lovely	None	10 12 
1319	1300	I 'd say , if you have enough money , { LOCATION1 transit location } is actually really lovely	None	10 12 13 
1320	1301	Around { LOCATION1 general } ( N4 ) - good public transport , but choose the location carefully	None	1 3 
1321	1301	Around { LOCATION1 price } ( N4 ) - good public transport , but choose the location carefully	None	1 3 
1322	1301	Around { LOCATION1 safety } ( N4 ) - good public transport , but choose the location carefully	None	1 3 
1323	1301	Around { LOCATION1 transit location } ( N4 ) - good public transport , but choose the location carefully	Positive	1 3 4 
1324	1302	Nice , suburban and not too fast-paced { LOCATION1 general } is a nice place	Positive	7 9 
1325	1302	Nice , suburban and not too fast-paced { LOCATION1 price } is a nice place	None	7 9 
1326	1302	Nice , suburban and not too fast-paced { LOCATION1 safety } is a nice place	None	7 9 
1327	1302	Nice , suburban and not too fast-paced { LOCATION1 transit location } is a nice place	None	7 9 10 
1328	1303	{ LOCATION1 general } is pretty horrible - Lots and lots of Knife Crime	Negative	0 2 
1329	1303	{ LOCATION1 price } is pretty horrible - Lots and lots of Knife Crime	None	0 2 
1330	1303	{ LOCATION1 safety } is pretty horrible - Lots and lots of Knife Crime	Negative	0 2 
1331	1303	{ LOCATION1 transit location } is pretty horrible - Lots and lots of Knife Crime	None	0 2 3 
1332	1304	{ LOCATION1 general } is a pretty rough area , with lots of council estates , it is quite a way out from the centre , about 10 miles , and has poor public transport	None	0 2 
1333	1304	{ LOCATION1 price } is a pretty rough area , with lots of council estates , it is quite a way out from the centre , about 10 miles , and has poor public transport	None	0 2 
1334	1304	{ LOCATION1 safety } is a pretty rough area , with lots of council estates , it is quite a way out from the centre , about 10 miles , and has poor public transport	Negative	0 2 
1335	1304	{ LOCATION1 transit location } is a pretty rough area , with lots of council estates , it is quite a way out from the centre , about 10 miles , and has poor public transport	Negative	0 2 3 
1336	1305	places such as { LOCATION1 general } , which is south London are up and coming areas , that have quite a few council homes and nice area , it is very close to the London centre , only a few tube stops	Positive	3 5 
1337	1305	places such as { LOCATION1 price } , which is south London are up and coming areas , that have quite a few council homes and nice area , it is very close to the London centre , only a few tube stops	None	3 5 
1338	1305	places such as { LOCATION1 safety } , which is south London are up and coming areas , that have quite a few council homes and nice area , it is very close to the London centre , only a few tube stops	None	3 5 
1339	1305	places such as { LOCATION1 transit location } , which is south London are up and coming areas , that have quite a few council homes and nice area , it is very close to the London centre , only a few tube stops	Positive	3 5 6 
1340	1306	Would rather poke my eyes out with a big stick than end up in { LOCATION1 general }	Negative	14 16 
1341	1306	Would rather poke my eyes out with a big stick than end up in { LOCATION1 price }	None	14 16 
1342	1306	Would rather poke my eyes out with a big stick than end up in { LOCATION1 safety }	None	14 16 
1343	1306	Would rather poke my eyes out with a big stick than end up in { LOCATION1 transit location }	None	14 16 17 
1360	1310	I do love { LOCATION1 general } but unfortunately due to the increase in rent I will moving further out	Positive	3 5 
1361	1310	I do love { LOCATION1 price } but unfortunately due to the increase in rent I will moving further out	Negative	3 5 
1362	1310	I do love { LOCATION1 safety } but unfortunately due to the increase in rent I will moving further out	None	3 5 
1363	1310	I do love { LOCATION1 transit location } but unfortunately due to the increase in rent I will moving further out	None	3 5 6 
1364	1311	{ LOCATION1 general } is a pleasant and safe area	Positive	0 2 
1365	1311	{ LOCATION1 price } is a pleasant and safe area	None	0 2 
1366	1311	{ LOCATION1 safety } is a pleasant and safe area	Positive	0 2 
1367	1311	{ LOCATION1 transit location } is a pleasant and safe area	None	0 2 3 
1368	1312	You can also try { LOCATION1 general } South London is the best place to live but you mentioned Noth London	Positive	4 6 
1369	1312	You can also try { LOCATION1 price } South London is the best place to live but you mentioned Noth London	None	4 6 
1370	1312	You can also try { LOCATION1 safety } South London is the best place to live but you mentioned Noth London	None	4 6 
1371	1312	You can also try { LOCATION1 transit location } South London is the best place to live but you mentioned Noth London	None	4 6 7 
1372	1313	As for { LOCATION1 general } , its equally affluent and comes with some of the most exclusive real state in the world	None	2 4 
1373	1313	As for { LOCATION1 price } , its equally affluent and comes with some of the most exclusive real state in the world	Negative	2 4 
1374	1313	As for { LOCATION1 safety } , its equally affluent and comes with some of the most exclusive real state in the world	None	2 4 
1375	1313	As for { LOCATION1 transit location } , its equally affluent and comes with some of the most exclusive real state in the world	None	2 4 5 
1376	1314	{ LOCATION1 general } in Essex however is an extremely expensive area with prices from 900-2000 per month for a 1bed apartment	None	0 2 
1377	1314	{ LOCATION1 price } in Essex however is an extremely expensive area with prices from 900-2000 per month for a 1bed apartment	Negative	0 2 
1378	1314	{ LOCATION1 safety } in Essex however is an extremely expensive area with prices from 900-2000 per month for a 1bed apartment	None	0 2 
1379	1314	{ LOCATION1 transit location } in Essex however is an extremely expensive area with prices from 900-2000 per month for a 1bed apartment	None	0 2 3 
1384	1316	I really like { LOCATION1 general } and that kind of area , but it 's very expensive	Positive	3 5 
1385	1316	I really like { LOCATION1 price } and that kind of area , but it 's very expensive	Negative	3 5 
1386	1316	I really like { LOCATION1 safety } and that kind of area , but it 's very expensive	None	3 5 
1387	1316	I really like { LOCATION1 transit location } and that kind of area , but it 's very expensive	None	3 5 6 
1396	1319	you can buy a property round by { LOCATION1 general } which is one of the cheapest areas in Inner London	None	7 9 
1397	1319	you can buy a property round by { LOCATION1 price } which is one of the cheapest areas in Inner London	Positive	7 9 
1398	1319	you can buy a property round by { LOCATION1 safety } which is one of the cheapest areas in Inner London	None	7 9 
1399	1319	you can buy a property round by { LOCATION1 transit location } which is one of the cheapest areas in Inner London	None	7 9 10 
1408	1321	{ LOCATION1 general } is definitely up and coming	Positive	0 2 
1409	1321	{ LOCATION1 price } is definitely up and coming	None	0 2 
1410	1321	{ LOCATION1 safety } is definitely up and coming	None	0 2 
1411	1321	{ LOCATION1 transit location } is definitely up and coming	None	0 2 3 
1416	1323	I do n't know LOCATION2 but { LOCATION1 general } is one of the nicest areas of London	Positive	6 8 
1417	1323	I do n't know LOCATION2 but { LOCATION1 price } is one of the nicest areas of London	None	6 8 
1418	1323	I do n't know LOCATION2 but { LOCATION1 safety } is one of the nicest areas of London	None	6 8 
1419	1323	I do n't know LOCATION2 but { LOCATION1 transit location } is one of the nicest areas of London	None	6 8 9 
11900	1323	I do n't know { LOCATION2 general } but LOCATION1 is one of the nicest areas of London	None	4 6 
11901	1323	I do n't know { LOCATION2 price } but LOCATION1 is one of the nicest areas of London	None	4 6 
11902	1323	I do n't know { LOCATION2 safety } but LOCATION1 is one of the nicest areas of London	None	4 6 
11903	1323	I do n't know { LOCATION2 transit location } but LOCATION1 is one of the nicest areas of London	None	4 6 7 
1420	1324	I spent a semester abroad in { LOCATION1 general } right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live	None	6 8 
1421	1324	I spent a semester abroad in { LOCATION1 price } right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live	Negative	6 8 
1422	1324	I spent a semester abroad in { LOCATION1 safety } right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live	None	6 8 
1423	1324	I spent a semester abroad in { LOCATION1 transit location } right around the imperial college I would imagine that area would be greatly expensive but it was a great place to live	None	6 8 9 
1424	1325	Look In { LOCATION1 general } is much , much nicer- but is pricer	Positive	2 4 
1425	1325	Look In { LOCATION1 price } is much , much nicer- but is pricer	Negative	2 4 
1426	1325	Look In { LOCATION1 safety } is much , much nicer- but is pricer	None	2 4 
1427	1325	Look In { LOCATION1 transit location } is much , much nicer- but is pricer	None	2 4 5 
1428	1326	I Live in { LOCATION1 general } which is close to the center of town and is very nice in my opinion	Positive	3 5 
1429	1326	I Live in { LOCATION1 price } which is close to the center of town and is very nice in my opinion	None	3 5 
1430	1326	I Live in { LOCATION1 safety } which is close to the center of town and is very nice in my opinion	None	3 5 
1431	1326	I Live in { LOCATION1 transit location } which is close to the center of town and is very nice in my opinion	Positive	3 5 6 
1440	1329	{ LOCATION1 general } is not the best of areas	Negative	0 2 
1441	1329	{ LOCATION1 price } is not the best of areas	None	0 2 
1442	1329	{ LOCATION1 safety } is not the best of areas	None	0 2 
1443	1329	{ LOCATION1 transit location } is not the best of areas	None	0 2 3 
1448	1330	{ LOCATION1 general } is funky but I agree , it can be scary at night	Positive	0 2 
1449	1330	{ LOCATION1 price } is funky but I agree , it can be scary at night	None	0 2 
1450	1330	{ LOCATION1 safety } is funky but I agree , it can be scary at night	Negative	0 2 
1451	1330	{ LOCATION1 transit location } is funky but I agree , it can be scary at night	None	0 2 3 
1452	1331	{ LOCATION1 general } however is an EXTREMELY wealthy jewish area - if that 's what you want then go for it , nothing wrong with it just be aware of the background : )	None	0 2 
1453	1331	{ LOCATION1 price } however is an EXTREMELY wealthy jewish area - if that 's what you want then go for it , nothing wrong with it just be aware of the background : )	Negative	0 2 
1454	1331	{ LOCATION1 safety } however is an EXTREMELY wealthy jewish area - if that 's what you want then go for it , nothing wrong with it just be aware of the background : )	None	0 2 
1455	1331	{ LOCATION1 transit location } however is an EXTREMELY wealthy jewish area - if that 's what you want then go for it , nothing wrong with it just be aware of the background : )	None	0 2 3 
1456	1332	Most of LB { LOCATION1 general } is nice	Positive	3 5 
1457	1332	Most of LB { LOCATION1 price } is nice	None	3 5 
1458	1332	Most of LB { LOCATION1 safety } is nice	None	3 5 
1459	1332	Most of LB { LOCATION1 transit location } is nice	None	3 5 6 
1464	1334	Even { LOCATION1 general } has nice bits	Positive	1 3 
1465	1334	Even { LOCATION1 price } has nice bits	None	1 3 
1466	1334	Even { LOCATION1 safety } has nice bits	None	1 3 
1467	1334	Even { LOCATION1 transit location } has nice bits	None	1 3 4 
1472	1336	You should n't have too much of a problem finding a good private school there { LOCATION1 general } is nice	Positive	15 17 
1473	1336	You should n't have too much of a problem finding a good private school there { LOCATION1 price } is nice	None	15 17 
1474	1336	You should n't have too much of a problem finding a good private school there { LOCATION1 safety } is nice	None	15 17 
1475	1336	You should n't have too much of a problem finding a good private school there { LOCATION1 transit location } is nice	None	15 17 18 
1476	1337	Mary Greeno ( maiden name ) { LOCATION1 general } is cool , that 's where I 'm at	Positive	6 8 
1477	1337	Mary Greeno ( maiden name ) { LOCATION1 price } is cool , that 's where I 'm at	None	6 8 
1478	1337	Mary Greeno ( maiden name ) { LOCATION1 safety } is cool , that 's where I 'm at	None	6 8 
1479	1337	Mary Greeno ( maiden name ) { LOCATION1 transit location } is cool , that 's where I 'm at	None	6 8 9 
1480	1338	Lots of the better areas are expensive and definitely { LOCATION1 general }	Positive	9 11 
1481	1338	Lots of the better areas are expensive and definitely { LOCATION1 price }	Negative	9 11 
1482	1338	Lots of the better areas are expensive and definitely { LOCATION1 safety }	None	9 11 
1483	1338	Lots of the better areas are expensive and definitely { LOCATION1 transit location }	None	9 11 12 
1484	1339	I have no idea but this website will help you find your answers { LOCATION1 general } has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e	None	13 15 
1485	1339	I have no idea but this website will help you find your answers { LOCATION1 price } has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e	None	13 15 
1486	1339	I have no idea but this website will help you find your answers { LOCATION1 safety } has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e	Negative	13 15 
1487	1339	I have no idea but this website will help you find your answers { LOCATION1 transit location } has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e	Positive	13 15 16 
1500	1342	Enjoy your time in { LOCATION1 general } , it really is a fantastic and historical part of the World	Positive	4 6 
1501	1342	Enjoy your time in { LOCATION1 price } , it really is a fantastic and historical part of the World	None	4 6 
1502	1342	Enjoy your time in { LOCATION1 safety } , it really is a fantastic and historical part of the World	None	4 6 
1503	1342	Enjoy your time in { LOCATION1 transit location } , it really is a fantastic and historical part of the World	None	4 6 7 
1508	1344	{ LOCATION1 general } also has a lot of cheap nice flats hope dis helps	None	0 2 
1509	1344	{ LOCATION1 price } also has a lot of cheap nice flats hope dis helps	Positive	0 2 
1510	1344	{ LOCATION1 safety } also has a lot of cheap nice flats hope dis helps	None	0 2 
1511	1344	{ LOCATION1 transit location } also has a lot of cheap nice flats hope dis helps	None	0 2 3 
1520	1347	I think { LOCATION1 general } 's not that bad an area it 's probably less rough than LOCATION1	Positive	2 4 
1521	1347	I think { LOCATION1 price } 's not that bad an area it 's probably less rough than LOCATION1	None	2 4 
1522	1347	I think { LOCATION1 safety } 's not that bad an area it 's probably less rough than LOCATION1	Positive	2 4 
1523	1347	I think { LOCATION1 transit location } 's not that bad an area it 's probably less rough than LOCATION1	None	2 4 5 
1528	1349	I am no fan of { LOCATION1 general }	Negative	5 7 
1529	1349	I am no fan of { LOCATION1 price }	None	5 7 
1530	1349	I am no fan of { LOCATION1 safety }	None	5 7 
1531	1349	I am no fan of { LOCATION1 transit location }	None	5 7 8 
1540	1352	The very centre of London ( places like { LOCATION1 general } ) are very well off and there are lower levels of crime here as a result	None	8 10 
1541	1352	The very centre of London ( places like { LOCATION1 price } ) are very well off and there are lower levels of crime here as a result	Negative	8 10 
1542	1352	The very centre of London ( places like { LOCATION1 safety } ) are very well off and there are lower levels of crime here as a result	Positive	8 10 
1543	1352	The very centre of London ( places like { LOCATION1 transit location } ) are very well off and there are lower levels of crime here as a result	Positive	8 10 11 
1544	1353	{ LOCATION1 general } is a very low crime area as there is no council estate there	None	0 2 
1545	1353	{ LOCATION1 price } is a very low crime area as there is no council estate there	None	0 2 
1546	1353	{ LOCATION1 safety } is a very low crime area as there is no council estate there	Positive	0 2 
1547	1353	{ LOCATION1 transit location } is a very low crime area as there is no council estate there	None	0 2 3 
1548	1354	not that long ago a woman was shot in the head for her phone in { LOCATION1 general }	None	15 17 
1549	1354	not that long ago a woman was shot in the head for her phone in { LOCATION1 price }	None	15 17 
1550	1354	not that long ago a woman was shot in the head for her phone in { LOCATION1 safety }	Negative	15 17 
1551	1354	not that long ago a woman was shot in the head for her phone in { LOCATION1 transit location }	None	15 17 18 
1552	1355	The best thing about { LOCATION1 general } is that it has a tube station which makes it much more desirable	Positive	4 6 
1553	1355	The best thing about { LOCATION1 price } is that it has a tube station which makes it much more desirable	None	4 6 
1554	1355	The best thing about { LOCATION1 safety } is that it has a tube station which makes it much more desirable	None	4 6 
1555	1355	The best thing about { LOCATION1 transit location } is that it has a tube station which makes it much more desirable	Positive	4 6 7 
1556	1356	If I wanted to be near the centre I would go for { LOCATION1 general } ( so East )	None	12 14 
1557	1356	If I wanted to be near the centre I would go for { LOCATION1 price } ( so East )	None	12 14 
1558	1356	If I wanted to be near the centre I would go for { LOCATION1 safety } ( so East )	None	12 14 
1559	1356	If I wanted to be near the centre I would go for { LOCATION1 transit location } ( so East )	Positive	12 14 15 
1560	1357	That was very funny The downsides are very minor { LOCATION1 general } is lovely to live	Positive	9 11 
1561	1357	That was very funny The downsides are very minor { LOCATION1 price } is lovely to live	None	9 11 
1562	1357	That was very funny The downsides are very minor { LOCATION1 safety } is lovely to live	None	9 11 
1563	1357	That was very funny The downsides are very minor { LOCATION1 transit location } is lovely to live	None	9 11 12 
1592	1364	{ LOCATION1 general } - bit further out , good neighbourhood , good schools	Positive	0 2 
1593	1364	{ LOCATION1 price } - bit further out , good neighbourhood , good schools	None	0 2 
1594	1364	{ LOCATION1 safety } - bit further out , good neighbourhood , good schools	None	0 2 
1595	1364	{ LOCATION1 transit location } - bit further out , good neighbourhood , good schools	Negative	0 2 3 
1600	1366	The biggest perk about living in { LOCATION1 general } is that it is very well connected to the rest of London and you do n't have to travel far to find most things	None	6 8 
1601	1366	The biggest perk about living in { LOCATION1 price } is that it is very well connected to the rest of London and you do n't have to travel far to find most things	None	6 8 
1602	1366	The biggest perk about living in { LOCATION1 safety } is that it is very well connected to the rest of London and you do n't have to travel far to find most things	None	6 8 
1603	1366	The biggest perk about living in { LOCATION1 transit location } is that it is very well connected to the rest of London and you do n't have to travel far to find most things	Positive	6 8 9 
1608	1369	The { LOCATION1 general } area is lovely	Positive	1 3 
1609	1369	The { LOCATION1 price } area is lovely	None	1 3 
1610	1369	The { LOCATION1 safety } area is lovely	None	1 3 
1611	1369	The { LOCATION1 transit location } area is lovely	None	1 3 4 
1616	1370	I would n't want to live in either , but { LOCATION1 general } has some nice houses being build along the canal and the Olympics will force the council to improve matters further	Positive	10 12 
1617	1370	I would n't want to live in either , but { LOCATION1 price } has some nice houses being build along the canal and the Olympics will force the council to improve matters further	None	10 12 
1618	1370	I would n't want to live in either , but { LOCATION1 safety } has some nice houses being build along the canal and the Olympics will force the council to improve matters further	None	10 12 
1619	1370	I would n't want to live in either , but { LOCATION1 transit location } has some nice houses being build along the canal and the Olympics will force the council to improve matters further	None	10 12 13 
1628	1373	{ LOCATION1 general } is a good area When I moved up to London for college years ago , I too was scared	Positive	0 2 
1629	1373	{ LOCATION1 price } is a good area When I moved up to London for college years ago , I too was scared	None	0 2 
1630	1373	{ LOCATION1 safety } is a good area When I moved up to London for college years ago , I too was scared	None	0 2 
1631	1373	{ LOCATION1 transit location } is a good area When I moved up to London for college years ago , I too was scared	None	0 2 3 
1640	1376	{ LOCATION1 general } is right in the centre of London	None	0 2 
1641	1376	{ LOCATION1 price } is right in the centre of London	None	0 2 
1642	1376	{ LOCATION1 safety } is right in the centre of London	None	0 2 
1643	1376	{ LOCATION1 transit location } is right in the centre of London	Positive	0 2 3 
1644	1377	{ LOCATION1 general } is a great place to stay	Positive	0 2 
1645	1377	{ LOCATION1 price } is a great place to stay	None	0 2 
1646	1377	{ LOCATION1 safety } is a great place to stay	None	0 2 
1647	1377	{ LOCATION1 transit location } is a great place to stay	None	0 2 3 
1652	1379	{ LOCATION1 general } if you wannna see posh place of London	None	0 2 
1653	1379	{ LOCATION1 price } if you wannna see posh place of London	Negative	0 2 
1654	1379	{ LOCATION1 safety } if you wannna see posh place of London	None	0 2 
1655	1379	{ LOCATION1 transit location } if you wannna see posh place of London	None	0 2 3 
1668	1382	north-west London areas such as { LOCATION1 general } is a good area , very peaceful , but a very expensive area , and a large Jewish community	Positive	5 7 
1669	1382	north-west London areas such as { LOCATION1 price } is a good area , very peaceful , but a very expensive area , and a large Jewish community	Negative	5 7 
1670	1382	north-west London areas such as { LOCATION1 safety } is a good area , very peaceful , but a very expensive area , and a large Jewish community	None	5 7 
1671	1382	north-west London areas such as { LOCATION1 transit location } is a good area , very peaceful , but a very expensive area , and a large Jewish community	None	5 7 8 
1676	1384	I would say { LOCATION1 general } ( brondesbury park ) is definitely an ideal place	Positive	3 5 
1677	1384	I would say { LOCATION1 price } ( brondesbury park ) is definitely an ideal place	None	3 5 
1678	1384	I would say { LOCATION1 safety } ( brondesbury park ) is definitely an ideal place	None	3 5 
1679	1384	I would say { LOCATION1 transit location } ( brondesbury park ) is definitely an ideal place	None	3 5 6 
1684	1386	{ LOCATION1 general } is nice for food and shopping but good luck finding anywhere decent in your price range	None	0 2 
1685	1386	{ LOCATION1 price } is nice for food and shopping but good luck finding anywhere decent in your price range	Negative	0 2 
1686	1386	{ LOCATION1 safety } is nice for food and shopping but good luck finding anywhere decent in your price range	None	0 2 
1687	1386	{ LOCATION1 transit location } is nice for food and shopping but good luck finding anywhere decent in your price range	None	0 2 3 
1692	1388	I live in { LOCATION1 general } but I 've been here seven years and never had a minute 's trouble	None	3 5 
1693	1388	I live in { LOCATION1 price } but I 've been here seven years and never had a minute 's trouble	None	3 5 
1694	1388	I live in { LOCATION1 safety } but I 've been here seven years and never had a minute 's trouble	Positive	3 5 
1695	1388	I live in { LOCATION1 transit location } but I 've been here seven years and never had a minute 's trouble	None	3 5 6 
1696	1389	From { LOCATION1 general } to London it 's just 10 minutes by train	None	1 3 
1697	1389	From { LOCATION1 price } to London it 's just 10 minutes by train	None	1 3 
1698	1389	From { LOCATION1 safety } to London it 's just 10 minutes by train	None	1 3 
1699	1389	From { LOCATION1 transit location } to London it 's just 10 minutes by train	Positive	1 3 4 
1704	1390	out towards { LOCATION1 general } places get affordable - these areas are quite 'green and nice ' , despite what people say	Positive	2 4 
1705	1390	out towards { LOCATION1 price } places get affordable - these areas are quite 'green and nice ' , despite what people say	Positive	2 4 
1706	1390	out towards { LOCATION1 safety } places get affordable - these areas are quite 'green and nice ' , despite what people say	None	2 4 
1707	1390	out towards { LOCATION1 transit location } places get affordable - these areas are quite 'green and nice ' , despite what people say	Negative	2 4 5 
1716	1393	{ LOCATION1 general } ( BR3 ) is a very nice suburb , mostly very safe and clean , nice park , good train links , you might well find something in that price range	None	0 2 
1717	1393	{ LOCATION1 price } ( BR3 ) is a very nice suburb , mostly very safe and clean , nice park , good train links , you might well find something in that price range	Positive	0 2 
1718	1393	{ LOCATION1 safety } ( BR3 ) is a very nice suburb , mostly very safe and clean , nice park , good train links , you might well find something in that price range	Positive	0 2 
1719	1393	{ LOCATION1 transit location } ( BR3 ) is a very nice suburb , mostly very safe and clean , nice park , good train links , you might well find something in that price range	Positive	0 2 3 
1724	1395	I like the { LOCATION1 general } too view this page , maybe can help you : Good Lucky	Positive	3 5 
1725	1395	I like the { LOCATION1 price } too view this page , maybe can help you : Good Lucky	None	3 5 
1726	1395	I like the { LOCATION1 safety } too view this page , maybe can help you : Good Lucky	None	3 5 
1727	1395	I like the { LOCATION1 transit location } too view this page , maybe can help you : Good Lucky	None	3 5 6 
1728	1396	If you want somewhere more funkier and trendier - what about { LOCATION1 general }	Positive	11 13 
1729	1396	If you want somewhere more funkier and trendier - what about { LOCATION1 price }	None	11 13 
1730	1396	If you want somewhere more funkier and trendier - what about { LOCATION1 safety }	None	11 13 
1731	1396	If you want somewhere more funkier and trendier - what about { LOCATION1 transit location }	None	11 13 14 
1732	1397	{ LOCATION1 general } is on the Piccadilly line	None	0 2 
1733	1397	{ LOCATION1 price } is on the Piccadilly line	None	0 2 
1734	1397	{ LOCATION1 safety } is on the Piccadilly line	None	0 2 
1735	1397	{ LOCATION1 transit location } is on the Piccadilly line	Positive	0 2 3 
1740	1399	Bottom line , if you are either looking for a house to live in or as an investment , I recommend { LOCATION1 general } , BIG TIME	Positive	21 23 
1741	1399	Bottom line , if you are either looking for a house to live in or as an investment , I recommend { LOCATION1 price } , BIG TIME	None	21 23 
1742	1399	Bottom line , if you are either looking for a house to live in or as an investment , I recommend { LOCATION1 safety } , BIG TIME	None	21 23 
1743	1399	Bottom line , if you are either looking for a house to live in or as an investment , I recommend { LOCATION1 transit location } , BIG TIME	None	21 23 24 
1752	1400	I also went to see { LOCATION1 general } but it 's a bit run down and does n't look so nice either	Positive	5 7 
1753	1400	I also went to see { LOCATION1 price } but it 's a bit run down and does n't look so nice either	None	5 7 
1754	1400	I also went to see { LOCATION1 safety } but it 's a bit run down and does n't look so nice either	None	5 7 
1755	1400	I also went to see { LOCATION1 transit location } but it 's a bit run down and does n't look so nice either	None	5 7 8 
1756	1401	{ LOCATION1 general } 's nice and quite quiet	Positive	0 2 
1757	1401	{ LOCATION1 price } 's nice and quite quiet	None	0 2 
1758	1401	{ LOCATION1 safety } 's nice and quite quiet	None	0 2 
1759	1401	{ LOCATION1 transit location } 's nice and quite quiet	None	0 2 3 
1764	1403	{ LOCATION1 general } near LOCATION1 in Kent is lovely	Positive	0 2 
1765	1403	{ LOCATION1 price } near LOCATION1 in Kent is lovely	None	0 2 
1766	1403	{ LOCATION1 safety } near LOCATION1 in Kent is lovely	None	0 2 
1767	1403	{ LOCATION1 transit location } near LOCATION1 in Kent is lovely	None	0 2 3 
1776	1406	I think { LOCATION1 general } is your best bet	Positive	2 4 
1777	1406	I think { LOCATION1 price } is your best bet	None	2 4 
1778	1406	I think { LOCATION1 safety } is your best bet	None	2 4 
1779	1406	I think { LOCATION1 transit location } is your best bet	None	2 4 5 
1780	1407	{ LOCATION1 general } which is a lovely safe area	Positive	0 2 
1781	1407	{ LOCATION1 price } which is a lovely safe area	None	0 2 
1782	1407	{ LOCATION1 safety } which is a lovely safe area	Positive	0 2 
1783	1407	{ LOCATION1 transit location } which is a lovely safe area	None	0 2 3 
1800	1411	{ LOCATION1 general } is right near one corner of LOCATION1	None	0 2 
1801	1411	{ LOCATION1 price } is right near one corner of LOCATION1	None	0 2 
1802	1411	{ LOCATION1 safety } is right near one corner of LOCATION1	None	0 2 
1803	1411	{ LOCATION1 transit location } is right near one corner of LOCATION1	Positive	0 2 3 
