	id	sentence1	label	positions
2337	1535	[SEP1] LOCATION1 price [SEP2] is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	None	0 2 
2338	1535	[SEP1] LOCATION1 safety [SEP2] is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	Positive	0 2 
2339	1535	[SEP1] LOCATION1 transit location [SEP2] is the best place to live where youll find less hustle bustle hence youll feel good by living a quiet and safe life You have not seen the hole of London	None	0 2 3 
2340	1536	[SEP1] LOCATION1 general [SEP2] , London and of course Greater London	None	0 2 
2341	1536	[SEP1] LOCATION1 price [SEP2] , London and of course Greater London	None	0 2 
2342	1536	[SEP1] LOCATION1 safety [SEP2] , London and of course Greater London	None	0 2 
2343	1536	[SEP1] LOCATION1 transit location [SEP2] , London and of course Greater London	None	0 2 3 
2344	1537	UK 3 pin - [SEP1] LOCATION1 general [SEP2] boarders both zone three ( 3 ) and zone four ( 4 )	None	4 6 
2345	1537	UK 3 pin - [SEP1] LOCATION1 price [SEP2] boarders both zone three ( 3 ) and zone four ( 4 )	None	4 6 
2346	1537	UK 3 pin - [SEP1] LOCATION1 safety [SEP2] boarders both zone three ( 3 ) and zone four ( 4 )	None	4 6 
2347	1537	UK 3 pin - [SEP1] LOCATION1 transit location [SEP2] boarders both zone three ( 3 ) and zone four ( 4 )	None	4 6 7 
2348	1538	[SEP1] LOCATION1 general [SEP2] is an absolute toilet	Negative	0 2 
2349	1538	[SEP1] LOCATION1 price [SEP2] is an absolute toilet	None	0 2 
2350	1538	[SEP1] LOCATION1 safety [SEP2] is an absolute toilet	None	0 2 
2351	1538	[SEP1] LOCATION1 transit location [SEP2] is an absolute toilet	None	0 2 3 
2352	1539	The Palm Tree , in [SEP1] LOCATION1 general [SEP2] , is another great East End pub that has accomplished local jazz players on weekends	None	5 7 
2353	1539	The Palm Tree , in [SEP1] LOCATION1 price [SEP2] , is another great East End pub that has accomplished local jazz players on weekends	None	5 7 
2354	1539	The Palm Tree , in [SEP1] LOCATION1 safety [SEP2] , is another great East End pub that has accomplished local jazz players on weekends	None	5 7 
2355	1539	The Palm Tree , in [SEP1] LOCATION1 transit location [SEP2] , is another great East End pub that has accomplished local jazz players on weekends	None	5 7 8 
2356	153	in [SEP1] LOCATION1 general [SEP2]	None	1 3 
2357	153	in [SEP1] LOCATION1 price [SEP2]	None	1 3 
2358	153	in [SEP1] LOCATION1 safety [SEP2]	None	1 3 
2359	153	in [SEP1] LOCATION1 transit location [SEP2]	None	1 3 4 
2360	1540	LOCATION2 is KT6 ; [SEP1] LOCATION1 general [SEP2] is HA5 ect	None	4 6 
2361	1540	LOCATION2 is KT6 ; [SEP1] LOCATION1 price [SEP2] is HA5 ect	None	4 6 
2362	1540	LOCATION2 is KT6 ; [SEP1] LOCATION1 safety [SEP2] is HA5 ect	None	4 6 
2363	1540	LOCATION2 is KT6 ; [SEP1] LOCATION1 transit location [SEP2] is HA5 ect	None	4 6 7 
2364	1541	There is an asda just up the road in [SEP1] LOCATION1 general [SEP2]	None	9 11 
2365	1541	There is an asda just up the road in [SEP1] LOCATION1 price [SEP2]	None	9 11 
2366	1541	There is an asda just up the road in [SEP1] LOCATION1 safety [SEP2]	None	9 11 
2367	1541	There is an asda just up the road in [SEP1] LOCATION1 transit location [SEP2]	None	9 11 12 
2368	1542	I live in [SEP1] LOCATION1 general [SEP2] , which is considered one of the better areas - and I 've been mugged twice	Positive	3 5 
2369	1542	I live in [SEP1] LOCATION1 price [SEP2] , which is considered one of the better areas - and I 've been mugged twice	None	3 5 
2370	1542	I live in [SEP1] LOCATION1 safety [SEP2] , which is considered one of the better areas - and I 've been mugged twice	Negative	3 5 
2371	1542	I live in [SEP1] LOCATION1 transit location [SEP2] , which is considered one of the better areas - and I 've been mugged twice	None	3 5 6 
2372	1543	[SEP1] LOCATION1 general [SEP2] like most of the area is a perfectly respectable place to live	None	0 2 
2373	1543	[SEP1] LOCATION1 price [SEP2] like most of the area is a perfectly respectable place to live	None	0 2 
2374	1543	[SEP1] LOCATION1 safety [SEP2] like most of the area is a perfectly respectable place to live	None	0 2 
2375	1543	[SEP1] LOCATION1 transit location [SEP2] like most of the area is a perfectly respectable place to live	None	0 2 3 
2376	1544	[SEP1] LOCATION1 general [SEP2] is better when you need to get somewhere on the Northenr line , like the London	None	0 2 
2377	1544	[SEP1] LOCATION1 price [SEP2] is better when you need to get somewhere on the Northenr line , like the London	None	0 2 
2378	1544	[SEP1] LOCATION1 safety [SEP2] is better when you need to get somewhere on the Northenr line , like the London	None	0 2 
2379	1544	[SEP1] LOCATION1 transit location [SEP2] is better when you need to get somewhere on the Northenr line , like the London	Positive	0 2 3 
2380	1545	[SEP1] LOCATION1 general [SEP2] is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 2 
2381	1545	[SEP1] LOCATION1 price [SEP2] is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 2 
2382	1545	[SEP1] LOCATION1 safety [SEP2] is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 2 
2383	1545	[SEP1] LOCATION1 transit location [SEP2] is the best place to live in London ; youll find pretty attractive houses and flats as per your desired accommodation requirements	None	0 2 3 
2384	1546	Crossrail mainline link between [SEP1] LOCATION1 general [SEP2] , central London and north Kent	None	4 6 
2385	1546	Crossrail mainline link between [SEP1] LOCATION1 price [SEP2] , central London and north Kent	None	4 6 
2386	1546	Crossrail mainline link between [SEP1] LOCATION1 safety [SEP2] , central London and north Kent	None	4 6 
2387	1546	Crossrail mainline link between [SEP1] LOCATION1 transit location [SEP2] , central London and north Kent	Positive	4 6 7 
2388	1547	come to think of it , if it was me , i would buy in [SEP1] LOCATION1 general [SEP2] , quiet area , with nice houses and good transport	None	15 17 
2389	1547	come to think of it , if it was me , i would buy in [SEP1] LOCATION1 price [SEP2] , quiet area , with nice houses and good transport	Positive	15 17 
2390	1547	come to think of it , if it was me , i would buy in [SEP1] LOCATION1 safety [SEP2] , quiet area , with nice houses and good transport	None	15 17 
2391	1547	come to think of it , if it was me , i would buy in [SEP1] LOCATION1 transit location [SEP2] , quiet area , with nice houses and good transport	Positive	15 17 18 
2392	1548	On the Surrey side , there is [SEP1] LOCATION1 general [SEP2] and so on	None	7 9 
2393	1548	On the Surrey side , there is [SEP1] LOCATION1 price [SEP2] and so on	None	7 9 
2394	1548	On the Surrey side , there is [SEP1] LOCATION1 safety [SEP2] and so on	None	7 9 
2395	1548	On the Surrey side , there is [SEP1] LOCATION1 transit location [SEP2] and so on	None	7 9 10 
2396	1549	There are different areas within [SEP1] LOCATION1 general [SEP2]	None	5 7 
2397	1549	There are different areas within [SEP1] LOCATION1 price [SEP2]	None	5 7 
2398	1549	There are different areas within [SEP1] LOCATION1 safety [SEP2]	None	5 7 
2399	1549	There are different areas within [SEP1] LOCATION1 transit location [SEP2]	None	5 7 8 
2400	154	I am told [SEP1] LOCATION1 general [SEP2] has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	Negative	3 5 
2401	154	I am told [SEP1] LOCATION1 price [SEP2] has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	Positive	3 5 
2402	154	I am told [SEP1] LOCATION1 safety [SEP2] has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	None	3 5 
2403	154	I am told [SEP1] LOCATION1 transit location [SEP2] has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	None	3 5 6 
2404	1550	The [SEP1] LOCATION1 general [SEP2] High street area is very lively , and great for going out and going to the Common	None	1 3 
2405	1550	The [SEP1] LOCATION1 price [SEP2] High street area is very lively , and great for going out and going to the Common	None	1 3 
2406	1550	The [SEP1] LOCATION1 safety [SEP2] High street area is very lively , and great for going out and going to the Common	None	1 3 
2407	1550	The [SEP1] LOCATION1 transit location [SEP2] High street area is very lively , and great for going out and going to the Common	None	1 3 4 
2408	1551	I currently live in a very street , depressing , hood area of [SEP1] LOCATION1 general [SEP2]	Negative	13 15 
2409	1551	I currently live in a very street , depressing , hood area of [SEP1] LOCATION1 price [SEP2]	None	13 15 
2410	1551	I currently live in a very street , depressing , hood area of [SEP1] LOCATION1 safety [SEP2]	None	13 15 
2411	1551	I currently live in a very street , depressing , hood area of [SEP1] LOCATION1 transit location [SEP2]	None	13 15 16 
2412	1552	( its close to [SEP1] LOCATION1 general [SEP2] )	None	4 6 
2413	1552	( its close to [SEP1] LOCATION1 price [SEP2] )	None	4 6 
2414	1552	( its close to [SEP1] LOCATION1 safety [SEP2] )	None	4 6 
2415	1552	( its close to [SEP1] LOCATION1 transit location [SEP2] )	None	4 6 7 
2416	1553	But like I said before its a bit or lot slower The [SEP1] LOCATION1 general [SEP2] only covers a small area of lonndon and the east	None	12 14 
2417	1553	But like I said before its a bit or lot slower The [SEP1] LOCATION1 price [SEP2] only covers a small area of lonndon and the east	None	12 14 
2418	1553	But like I said before its a bit or lot slower The [SEP1] LOCATION1 safety [SEP2] only covers a small area of lonndon and the east	None	12 14 
2419	1553	But like I said before its a bit or lot slower The [SEP1] LOCATION1 transit location [SEP2] only covers a small area of lonndon and the east	None	12 14 15 
2420	1554	[SEP1] LOCATION1 general [SEP2] LOCATION2 , Surrey	None	0 2 
2421	1554	[SEP1] LOCATION1 price [SEP2] LOCATION2 , Surrey	None	0 2 
2422	1554	[SEP1] LOCATION1 safety [SEP2] LOCATION2 , Surrey	None	0 2 
2423	1554	[SEP1] LOCATION1 transit location [SEP2] LOCATION2 , Surrey	None	0 2 3 
2424	1555	[SEP1] LOCATION1 general [SEP2] cheap and lovely people	None	0 2 
2425	1555	[SEP1] LOCATION1 price [SEP2] cheap and lovely people	Positive	0 2 
2426	1555	[SEP1] LOCATION1 safety [SEP2] cheap and lovely people	None	0 2 
2427	1555	[SEP1] LOCATION1 transit location [SEP2] cheap and lovely people	None	0 2 3 
2428	1556	Although [SEP1] LOCATION1 general [SEP2] is picturesque with its park and it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive	None	1 3 
2429	1556	Although [SEP1] LOCATION1 price [SEP2] is picturesque with its park and it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive	Negative	1 3 
2430	1556	Although [SEP1] LOCATION1 safety [SEP2] is picturesque with its park and it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive	Negative	1 3 
2431	1556	Although [SEP1] LOCATION1 transit location [SEP2] is picturesque with its park and it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive	Positive	1 3 4 
2432	1557	i live in London , to be honest ` [SEP1] LOCATION1 general [SEP2] is not the best area	Negative	9 11 
2433	1557	i live in London , to be honest ` [SEP1] LOCATION1 price [SEP2] is not the best area	None	9 11 
2434	1557	i live in London , to be honest ` [SEP1] LOCATION1 safety [SEP2] is not the best area	None	9 11 
2435	1557	i live in London , to be honest ` [SEP1] LOCATION1 transit location [SEP2] is not the best area	None	9 11 12 
2436	1558	You will struggle to find something affordable in a desirable area of [SEP1] LOCATION1 general [SEP2]	Positive	12 14 
2437	1558	You will struggle to find something affordable in a desirable area of [SEP1] LOCATION1 price [SEP2]	Negative	12 14 
2438	1558	You will struggle to find something affordable in a desirable area of [SEP1] LOCATION1 safety [SEP2]	None	12 14 
2439	1558	You will struggle to find something affordable in a desirable area of [SEP1] LOCATION1 transit location [SEP2]	None	12 14 15 
2440	1559	or if you are on more of a budget try the [SEP1] LOCATION1 general [SEP2] it is a fun nice friendly area and is close 2 the London	Positive	11 13 
2441	1559	or if you are on more of a budget try the [SEP1] LOCATION1 price [SEP2] it is a fun nice friendly area and is close 2 the London	Negative	11 13 
2442	1559	or if you are on more of a budget try the [SEP1] LOCATION1 safety [SEP2] it is a fun nice friendly area and is close 2 the London	None	11 13 
2443	1559	or if you are on more of a budget try the [SEP1] LOCATION1 transit location [SEP2] it is a fun nice friendly area and is close 2 the London	None	11 13 14 
2444	155	By going out to the likes of [SEP1] LOCATION1 general [SEP2] prices drop significantly	None	7 9 
2445	155	By going out to the likes of [SEP1] LOCATION1 price [SEP2] prices drop significantly	Positive	7 9 
2446	155	By going out to the likes of [SEP1] LOCATION1 safety [SEP2] prices drop significantly	None	7 9 
2447	155	By going out to the likes of [SEP1] LOCATION1 transit location [SEP2] prices drop significantly	None	7 9 10 
2448	1560	I live in LOCATION2 - so borderline [SEP1] LOCATION1 general [SEP2]	None	7 9 
2449	1560	I live in LOCATION2 - so borderline [SEP1] LOCATION1 price [SEP2]	None	7 9 
2450	1560	I live in LOCATION2 - so borderline [SEP1] LOCATION1 safety [SEP2]	None	7 9 
2451	1560	I live in LOCATION2 - so borderline [SEP1] LOCATION1 transit location [SEP2]	None	7 9 10 
2452	1561	[SEP1] LOCATION1 general [SEP2] 's also very central , walking distance from LOCATION1 and St Pancras stations	None	0 2 
2453	1561	[SEP1] LOCATION1 price [SEP2] 's also very central , walking distance from LOCATION1 and St Pancras stations	None	0 2 
2454	1561	[SEP1] LOCATION1 safety [SEP2] 's also very central , walking distance from LOCATION1 and St Pancras stations	None	0 2 
2455	1561	[SEP1] LOCATION1 transit location [SEP2] 's also very central , walking distance from LOCATION1 and St Pancras stations	Positive	0 2 3 
2456	1562	In the early 21st century redevelopment is spreading into the more suburban parts of [SEP1] LOCATION1 general [SEP2]	None	14 16 
2457	1562	In the early 21st century redevelopment is spreading into the more suburban parts of [SEP1] LOCATION1 price [SEP2]	None	14 16 
2458	1562	In the early 21st century redevelopment is spreading into the more suburban parts of [SEP1] LOCATION1 safety [SEP2]	None	14 16 
2459	1562	In the early 21st century redevelopment is spreading into the more suburban parts of [SEP1] LOCATION1 transit location [SEP2]	None	14 16 17 
2460	1563	Having been born in [SEP1] LOCATION1 general [SEP2] I can appreciate your reluctance	Negative	4 6 
2461	1563	Having been born in [SEP1] LOCATION1 price [SEP2] I can appreciate your reluctance	None	4 6 
2462	1563	Having been born in [SEP1] LOCATION1 safety [SEP2] I can appreciate your reluctance	None	4 6 
2463	1563	Having been born in [SEP1] LOCATION1 transit location [SEP2] I can appreciate your reluctance	None	4 6 7 
2464	1564	Forget [SEP1] LOCATION1 general [SEP2] there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area	Negative	1 3 
2465	1564	Forget [SEP1] LOCATION1 price [SEP2] there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area	Negative	1 3 
2466	1564	Forget [SEP1] LOCATION1 safety [SEP2] there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area	None	1 3 
2467	1564	Forget [SEP1] LOCATION1 transit location [SEP2] there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area	Positive	1 3 4 
2468	1565	The Portugese area is [SEP1] LOCATION1 general [SEP2]	None	4 6 
2469	1565	The Portugese area is [SEP1] LOCATION1 price [SEP2]	None	4 6 
2470	1565	The Portugese area is [SEP1] LOCATION1 safety [SEP2]	None	4 6 
2471	1565	The Portugese area is [SEP1] LOCATION1 transit location [SEP2]	None	4 6 7 
2472	1566	Or [SEP1] LOCATION1 general [SEP2] - cheap	None	1 3 
2473	1566	Or [SEP1] LOCATION1 price [SEP2] - cheap	Positive	1 3 
2474	1566	Or [SEP1] LOCATION1 safety [SEP2] - cheap	None	1 3 
2475	1566	Or [SEP1] LOCATION1 transit location [SEP2] - cheap	None	1 3 4 
2476	1567	Forget [SEP1] LOCATION1 general [SEP2] unless you have lots of money and speak Hewbrew	None	1 3 
2477	1567	Forget [SEP1] LOCATION1 price [SEP2] unless you have lots of money and speak Hewbrew	Negative	1 3 
2478	1567	Forget [SEP1] LOCATION1 safety [SEP2] unless you have lots of money and speak Hewbrew	None	1 3 
2479	1567	Forget [SEP1] LOCATION1 transit location [SEP2] unless you have lots of money and speak Hewbrew	None	1 3 4 
2480	1568	You get more space for your money in [SEP1] LOCATION1 general [SEP2]	None	8 10 
2481	1568	You get more space for your money in [SEP1] LOCATION1 price [SEP2]	Positive	8 10 
2482	1568	You get more space for your money in [SEP1] LOCATION1 safety [SEP2]	None	8 10 
2483	1568	You get more space for your money in [SEP1] LOCATION1 transit location [SEP2]	None	8 10 11 
2484	1569	A circus school in [SEP1] LOCATION1 general [SEP2] - now that really lowers the tone	None	4 6 
2485	1569	A circus school in [SEP1] LOCATION1 price [SEP2] - now that really lowers the tone	None	4 6 
2486	1569	A circus school in [SEP1] LOCATION1 safety [SEP2] - now that really lowers the tone	None	4 6 
2487	1569	A circus school in [SEP1] LOCATION1 transit location [SEP2] - now that really lowers the tone	None	4 6 7 
2488	156	[SEP1] LOCATION1 general [SEP2] is a trendy upmarket area famous for its markets and night life	Positive	0 2 
2489	156	[SEP1] LOCATION1 price [SEP2] is a trendy upmarket area famous for its markets and night life	None	0 2 
2490	156	[SEP1] LOCATION1 safety [SEP2] is a trendy upmarket area famous for its markets and night life	None	0 2 
2491	156	[SEP1] LOCATION1 transit location [SEP2] is a trendy upmarket area famous for its markets and night life	None	0 2 3 
2492	1570	Your suggestions , apart from [SEP1] LOCATION1 general [SEP2] , are east end	None	5 7 
2493	1570	Your suggestions , apart from [SEP1] LOCATION1 price [SEP2] , are east end	None	5 7 
2494	1570	Your suggestions , apart from [SEP1] LOCATION1 safety [SEP2] , are east end	None	5 7 
2495	1570	Your suggestions , apart from [SEP1] LOCATION1 transit location [SEP2] , are east end	None	5 7 8 
2496	1571	There are three possible area codes for [SEP1] LOCATION1 general [SEP2] Village	None	7 9 
2497	1571	There are three possible area codes for [SEP1] LOCATION1 price [SEP2] Village	None	7 9 
2498	1571	There are three possible area codes for [SEP1] LOCATION1 safety [SEP2] Village	None	7 9 
2499	1571	There are three possible area codes for [SEP1] LOCATION1 transit location [SEP2] Village	None	7 9 10 
2500	1572	All human life can be found in [SEP1] LOCATION1 general [SEP2] , from immigrants and students to celebrities and literati types	None	7 9 
2501	1572	All human life can be found in [SEP1] LOCATION1 price [SEP2] , from immigrants and students to celebrities and literati types	None	7 9 
2502	1572	All human life can be found in [SEP1] LOCATION1 safety [SEP2] , from immigrants and students to celebrities and literati types	None	7 9 
2503	1572	All human life can be found in [SEP1] LOCATION1 transit location [SEP2] , from immigrants and students to celebrities and literati types	None	7 9 10 
2504	1573	And [SEP1] LOCATION1 general [SEP2] , well my Mum and Dad live in LOCATION1	None	1 3 
2505	1573	And [SEP1] LOCATION1 price [SEP2] , well my Mum and Dad live in LOCATION1	None	1 3 
2506	1573	And [SEP1] LOCATION1 safety [SEP2] , well my Mum and Dad live in LOCATION1	None	1 3 
2507	1573	And [SEP1] LOCATION1 transit location [SEP2] , well my Mum and Dad live in LOCATION1	None	1 3 4 
2508	1574	North is a bit like [SEP1] LOCATION1 general [SEP2] at its worst One of LOCATION2 's attractions is that because of the varied areas , there is a great choice of housing at all prices	None	5 7 
2509	1574	North is a bit like [SEP1] LOCATION1 price [SEP2] at its worst One of LOCATION2 's attractions is that because of the varied areas , there is a great choice of housing at all prices	None	5 7 
2510	1574	North is a bit like [SEP1] LOCATION1 safety [SEP2] at its worst One of LOCATION2 's attractions is that because of the varied areas , there is a great choice of housing at all prices	None	5 7 
2511	1574	North is a bit like [SEP1] LOCATION1 transit location [SEP2] at its worst One of LOCATION2 's attractions is that because of the varied areas , there is a great choice of housing at all prices	None	5 7 8 
2512	1575	There are some poor-looking housing estates near [SEP1] LOCATION1 general [SEP2] station , although you 'd expect such places	Negative	7 9 
2513	1575	There are some poor-looking housing estates near [SEP1] LOCATION1 price [SEP2] station , although you 'd expect such places	None	7 9 
2514	1575	There are some poor-looking housing estates near [SEP1] LOCATION1 safety [SEP2] station , although you 'd expect such places	None	7 9 
2515	1575	There are some poor-looking housing estates near [SEP1] LOCATION1 transit location [SEP2] station , although you 'd expect such places	None	7 9 10 
2516	1576	[SEP1] LOCATION1 general [SEP2] is relatively central and not too ghetto-ified	Positive	0 2 
2517	1576	[SEP1] LOCATION1 price [SEP2] is relatively central and not too ghetto-ified	None	0 2 
2518	1576	[SEP1] LOCATION1 safety [SEP2] is relatively central and not too ghetto-ified	None	0 2 
2519	1576	[SEP1] LOCATION1 transit location [SEP2] is relatively central and not too ghetto-ified	Positive	0 2 3 
2520	1577	for best property information near [SEP1] LOCATION1 general [SEP2] area	None	5 7 
2521	1577	for best property information near [SEP1] LOCATION1 price [SEP2] area	None	5 7 
2522	1577	for best property information near [SEP1] LOCATION1 safety [SEP2] area	None	5 7 
2523	1577	for best property information near [SEP1] LOCATION1 transit location [SEP2] area	None	5 7 8 
2524	1578	[SEP1] LOCATION1 general [SEP2] is ok cuz i live there	Positive	0 2 
2525	1578	[SEP1] LOCATION1 price [SEP2] is ok cuz i live there	None	0 2 
2526	1578	[SEP1] LOCATION1 safety [SEP2] is ok cuz i live there	None	0 2 
2527	1578	[SEP1] LOCATION1 transit location [SEP2] is ok cuz i live there	None	0 2 3 
2528	1579	[SEP1] LOCATION1 general [SEP2] is also ok , as long as it 's south	Positive	0 2 
2529	1579	[SEP1] LOCATION1 price [SEP2] is also ok , as long as it 's south	None	0 2 
2530	1579	[SEP1] LOCATION1 safety [SEP2] is also ok , as long as it 's south	None	0 2 
2531	1579	[SEP1] LOCATION1 transit location [SEP2] is also ok , as long as it 's south	None	0 2 3 
2532	157	[SEP1] LOCATION1 general [SEP2] on a direct line to LOCATION2 is n't bad	None	0 2 
2533	157	[SEP1] LOCATION1 price [SEP2] on a direct line to LOCATION2 is n't bad	None	0 2 
2534	157	[SEP1] LOCATION1 safety [SEP2] on a direct line to LOCATION2 is n't bad	None	0 2 
2535	157	[SEP1] LOCATION1 transit location [SEP2] on a direct line to LOCATION2 is n't bad	Positive	0 2 3 
2536	1581	As for using postcodes it does give the person a rough idea of where in London the suburb is for example if you said it was in N22 , you know that is [SEP1] LOCATION1 general [SEP2]	None	33 35 
2537	1581	As for using postcodes it does give the person a rough idea of where in London the suburb is for example if you said it was in N22 , you know that is [SEP1] LOCATION1 price [SEP2]	None	33 35 
2538	1581	As for using postcodes it does give the person a rough idea of where in London the suburb is for example if you said it was in N22 , you know that is [SEP1] LOCATION1 safety [SEP2]	None	33 35 
2539	1581	As for using postcodes it does give the person a rough idea of where in London the suburb is for example if you said it was in N22 , you know that is [SEP1] LOCATION1 transit location [SEP2]	None	33 35 36 
2540	1582	Your choices of bars are endless in [SEP1] LOCATION1 general [SEP2]	None	7 9 
2541	1582	Your choices of bars are endless in [SEP1] LOCATION1 price [SEP2]	None	7 9 
2542	1582	Your choices of bars are endless in [SEP1] LOCATION1 safety [SEP2]	None	7 9 
2543	1582	Your choices of bars are endless in [SEP1] LOCATION1 transit location [SEP2]	None	7 9 10 
2544	1583	[SEP1] LOCATION1 general [SEP2] in Surrey , ( where my aunt lives ) , is lush - ( IF you 've got the dough to live down there	Positive	0 2 
2545	1583	[SEP1] LOCATION1 price [SEP2] in Surrey , ( where my aunt lives ) , is lush - ( IF you 've got the dough to live down there	None	0 2 
2546	1583	[SEP1] LOCATION1 safety [SEP2] in Surrey , ( where my aunt lives ) , is lush - ( IF you 've got the dough to live down there	None	0 2 
2547	1583	[SEP1] LOCATION1 transit location [SEP2] in Surrey , ( where my aunt lives ) , is lush - ( IF you 've got the dough to live down there	None	0 2 3 
2548	1584	[SEP1] LOCATION1 general [SEP2] is just in between	None	0 2 
2549	1584	[SEP1] LOCATION1 price [SEP2] is just in between	None	0 2 
2550	1584	[SEP1] LOCATION1 safety [SEP2] is just in between	None	0 2 
2551	1584	[SEP1] LOCATION1 transit location [SEP2] is just in between	None	0 2 3 
2552	1585	[SEP1] LOCATION1 general [SEP2] is a very busy area and not the prettiest part of London , on the whole a fairly poor area	Negative	0 2 
2553	1585	[SEP1] LOCATION1 price [SEP2] is a very busy area and not the prettiest part of London , on the whole a fairly poor area	None	0 2 
2554	1585	[SEP1] LOCATION1 safety [SEP2] is a very busy area and not the prettiest part of London , on the whole a fairly poor area	None	0 2 
2555	1585	[SEP1] LOCATION1 transit location [SEP2] is a very busy area and not the prettiest part of London , on the whole a fairly poor area	None	0 2 3 
2556	1586	[SEP1] LOCATION1 general [SEP2] is a good half-way point , great rail/tube plus some greenery	None	0 2 
2557	1586	[SEP1] LOCATION1 price [SEP2] is a good half-way point , great rail/tube plus some greenery	None	0 2 
2558	1586	[SEP1] LOCATION1 safety [SEP2] is a good half-way point , great rail/tube plus some greenery	None	0 2 
2559	1586	[SEP1] LOCATION1 transit location [SEP2] is a good half-way point , great rail/tube plus some greenery	Positive	0 2 3 
2560	1587	I live in LOCATION2 , and have been tempted also to live in [SEP1] LOCATION1 general [SEP2]	None	13 15 
2561	1587	I live in LOCATION2 , and have been tempted also to live in [SEP1] LOCATION1 price [SEP2]	None	13 15 
2562	1587	I live in LOCATION2 , and have been tempted also to live in [SEP1] LOCATION1 safety [SEP2]	None	13 15 
2563	1587	I live in LOCATION2 , and have been tempted also to live in [SEP1] LOCATION1 transit location [SEP2]	None	13 15 16 
2564	1588	There are much nicer places in London than [SEP1] LOCATION1 general [SEP2]	Negative	8 10 
2565	1588	There are much nicer places in London than [SEP1] LOCATION1 price [SEP2]	None	8 10 
2566	1588	There are much nicer places in London than [SEP1] LOCATION1 safety [SEP2]	None	8 10 
2567	1588	There are much nicer places in London than [SEP1] LOCATION1 transit location [SEP2]	None	8 10 11 
2568	1589	The boroughs of [SEP1] LOCATION1 general [SEP2] and Bexley ( both south of the river ) offer the best combination of cheap and safe	None	3 5 
2569	1589	The boroughs of [SEP1] LOCATION1 price [SEP2] and Bexley ( both south of the river ) offer the best combination of cheap and safe	None	3 5 
2570	1589	The boroughs of [SEP1] LOCATION1 safety [SEP2] and Bexley ( both south of the river ) offer the best combination of cheap and safe	None	3 5 
2571	1589	The boroughs of [SEP1] LOCATION1 transit location [SEP2] and Bexley ( both south of the river ) offer the best combination of cheap and safe	None	3 5 6 
2572	158	Unfortunately you do n't state which area of [SEP1] LOCATION1 general [SEP2] you are starting from	None	8 10 
2573	158	Unfortunately you do n't state which area of [SEP1] LOCATION1 price [SEP2] you are starting from	None	8 10 
2574	158	Unfortunately you do n't state which area of [SEP1] LOCATION1 safety [SEP2] you are starting from	None	8 10 
2575	158	Unfortunately you do n't state which area of [SEP1] LOCATION1 transit location [SEP2] you are starting from	None	8 10 11 
2576	1591	Like [SEP1] LOCATION1 general [SEP2] except more urban and less tranquil I 'm a 32-year-old professional , single male	None	1 3 
2577	1591	Like [SEP1] LOCATION1 price [SEP2] except more urban and less tranquil I 'm a 32-year-old professional , single male	None	1 3 
2578	1591	Like [SEP1] LOCATION1 safety [SEP2] except more urban and less tranquil I 'm a 32-year-old professional , single male	None	1 3 
2579	1591	Like [SEP1] LOCATION1 transit location [SEP2] except more urban and less tranquil I 'm a 32-year-old professional , single male	None	1 3 4 
2580	1592	Most of [SEP1] LOCATION1 general [SEP2] is grotty and horrible	Positive	2 4 
2581	1592	Most of [SEP1] LOCATION1 price [SEP2] is grotty and horrible	None	2 4 
2582	1592	Most of [SEP1] LOCATION1 safety [SEP2] is grotty and horrible	None	2 4 
2583	1592	Most of [SEP1] LOCATION1 transit location [SEP2] is grotty and horrible	None	2 4 5 
2584	1593	[SEP1] LOCATION1 general [SEP2] is another good area to visit	None	0 2 
2585	1593	[SEP1] LOCATION1 price [SEP2] is another good area to visit	None	0 2 
2586	1593	[SEP1] LOCATION1 safety [SEP2] is another good area to visit	None	0 2 
2587	1593	[SEP1] LOCATION1 transit location [SEP2] is another good area to visit	None	0 2 3 
2588	1594	Avoid [SEP1] LOCATION1 general [SEP2] , it 's full of drunks , even first thing in the morning	None	1 3 
2589	1594	Avoid [SEP1] LOCATION1 price [SEP2] , it 's full of drunks , even first thing in the morning	None	1 3 
2590	1594	Avoid [SEP1] LOCATION1 safety [SEP2] , it 's full of drunks , even first thing in the morning	None	1 3 
