	id	sentence1	label	positions
9359	466	I have a friend that lives in a small place called { LOCATION1 transit location } and it comes under LOCATION2	None	11 13 14 
14360	466	I have a friend that lives in a small place called LOCATION1 and it comes under { LOCATION2 general }	None	16 18 
14361	466	I have a friend that lives in a small place called LOCATION1 and it comes under { LOCATION2 price }	None	16 18 
14362	466	I have a friend that lives in a small place called LOCATION1 and it comes under { LOCATION2 safety }	None	16 18 
14363	466	I have a friend that lives in a small place called LOCATION1 and it comes under { LOCATION2 transit location }	None	16 18 19 
9363	467	{ LOCATION1 transit location } park is nice to but a bit far out	Negative	0 2 3 
9364	468	Opinions and assistance is greatly appreciated , many thanks I 'm sure your friends will keep you safe , just listen to what they say like any urban area you need to be streetwise maybe East and { LOCATION1 general } are not the best areas but they 're a long way from the worst areas too being caucasian is not a big deal , there 's still lots of white British people living there even though there 's a large Asian population too the couple of times I 've been over there it always struck me as very vibrant I went into a few of the Asian shops and they were always very welcoming	Positive	37 39 
9368	469	I used to live in { LOCATION1 general } so I know it well	None	5 7 
9369	469	I used to live in { LOCATION1 price } so I know it well	None	5 7 
9370	469	I used to live in { LOCATION1 safety } so I know it well	None	5 7 
9371	469	I used to live in { LOCATION1 transit location } so I know it well	None	5 7 8 
9376	470	I also lived in { LOCATION1 general } for a year near LOCATION1 village	None	4 6 
9377	470	I also lived in { LOCATION1 price } for a year near LOCATION1 village	None	4 6 
9378	470	I also lived in { LOCATION1 safety } for a year near LOCATION1 village	None	4 6 
9379	470	I also lived in { LOCATION1 transit location } for a year near LOCATION1 village	None	4 6 7 
9380	471	my job will be in the { LOCATION1 general } area	None	6 8 
9381	471	my job will be in the { LOCATION1 price } area	None	6 8 
9382	471	my job will be in the { LOCATION1 safety } area	None	6 8 
9383	471	my job will be in the { LOCATION1 transit location } area	None	6 8 9 
9387	472	just go to { LOCATION1 transit location } and you 'll be in the centre of London	Positive	3 5 6 
9388	473	{ LOCATION1 general } is very upmarket and many artists live there	Positive	0 2 
9394	474	I lived in { LOCATION1 safety } for over a yr and never had a problem	Positive	3 5 
9397	475	I am currently living in { LOCATION1 price } but need to buy a bigger house as my family is expanding , and I ca n't afford to buy in SN	Negative	5 7 
9400	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at LOCATION2 in { LOCATION1 general } )	None	49 51 
9401	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at LOCATION2 in { LOCATION1 price } )	None	49 51 
9402	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at LOCATION2 in { LOCATION1 safety } )	None	49 51 
9403	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at LOCATION2 in { LOCATION1 transit location } )	None	49 51 52 
14364	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at { LOCATION2 general } in LOCATION1 )	None	47 49 
14365	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at { LOCATION2 price } in LOCATION1 )	None	47 49 
14366	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at { LOCATION2 safety } in LOCATION1 )	None	47 49 
14367	476	It is where most of the landmarks are located : Big Ben , Houses of Parliament , Buckingham Palace etc It also contains the main shopping areas of Oxford and Regent Streets and the main financial district `` The London '' ( there is another one at { LOCATION2 transit location } in LOCATION1 )	None	47 49 50 
9404	477	{ LOCATION1 general } can be a nice area as well a bit of an ` up and coming ' area if you like	Positive	0 2 
9408	478	The school is just off { LOCATION1 general } Square which is full of restaurants and late night bars	None	5 7 
9409	478	The school is just off { LOCATION1 price } Square which is full of restaurants and late night bars	None	5 7 
9410	478	The school is just off { LOCATION1 safety } Square which is full of restaurants and late night bars	None	5 7 
9411	478	The school is just off { LOCATION1 transit location } Square which is full of restaurants and late night bars	None	5 7 8 
9412	479	Useful Links I would n't say it 's like { LOCATION1 general } at all	None	9 11 
9413	479	Useful Links I would n't say it 's like { LOCATION1 price } at all	None	9 11 
9414	479	Useful Links I would n't say it 's like { LOCATION1 safety } at all	None	9 11 
9415	479	Useful Links I would n't say it 's like { LOCATION1 transit location } at all	None	9 11 12 
9420	480	Since then , the old London and { LOCATION1 general } have expanded and become districts of the much larger Greater London	None	7 9 
9421	480	Since then , the old London and { LOCATION1 price } have expanded and become districts of the much larger Greater London	None	7 9 
9422	480	Since then , the old London and { LOCATION1 safety } have expanded and become districts of the much larger Greater London	None	7 9 
9423	480	Since then , the old London and { LOCATION1 transit location } have expanded and become districts of the much larger Greater London	None	7 9 10 
9424	481	Hopefully you will find people with real stories about { LOCATION1 general } , not just generalisations	None	9 11 
9425	481	Hopefully you will find people with real stories about { LOCATION1 price } , not just generalisations	None	9 11 
9426	481	Hopefully you will find people with real stories about { LOCATION1 safety } , not just generalisations	None	9 11 
9427	481	Hopefully you will find people with real stories about { LOCATION1 transit location } , not just generalisations	None	9 11 12 
9428	482	John - { LOCATION1 general }	None	2 4 
9429	482	John - { LOCATION1 price }	None	2 4 
9430	482	John - { LOCATION1 safety }	None	2 4 
9431	482	John - { LOCATION1 transit location }	None	2 4 5 
9432	483	At that time it swallowed up pretty much all of { LOCATION1 general } and small parts of Essex , Surrey , and other counties around it	None	10 12 
9433	483	At that time it swallowed up pretty much all of { LOCATION1 price } and small parts of Essex , Surrey , and other counties around it	None	10 12 
9434	483	At that time it swallowed up pretty much all of { LOCATION1 safety } and small parts of Essex , Surrey , and other counties around it	None	10 12 
9435	483	At that time it swallowed up pretty much all of { LOCATION1 transit location } and small parts of Essex , Surrey , and other counties around it	None	10 12 13 
9436	484	i grew up in { LOCATION1 general } few nice places there and not to far for travel into London	Positive	4 6 
9439	484	i grew up in { LOCATION1 transit location } few nice places there and not to far for travel into London	Positive	4 6 7 
9440	485	I have n't been to LOCATION2 or { LOCATION1 general } so ca n't compare directly	None	7 9 
9441	485	I have n't been to LOCATION2 or { LOCATION1 price } so ca n't compare directly	None	7 9 
9442	485	I have n't been to LOCATION2 or { LOCATION1 safety } so ca n't compare directly	None	7 9 
9443	485	I have n't been to LOCATION2 or { LOCATION1 transit location } so ca n't compare directly	None	7 9 10 
14368	485	I have n't been to { LOCATION2 general } or LOCATION1 so ca n't compare directly	None	5 7 
14369	485	I have n't been to { LOCATION2 price } or LOCATION1 so ca n't compare directly	None	5 7 
14370	485	I have n't been to { LOCATION2 safety } or LOCATION1 so ca n't compare directly	None	5 7 
14371	485	I have n't been to { LOCATION2 transit location } or LOCATION1 so ca n't compare directly	None	5 7 8 
9444	486	i live in { LOCATION1 general } , and well its fine ( nothing horrible well nothing that no where else will have	None	3 5 
9445	486	i live in { LOCATION1 price } , and well its fine ( nothing horrible well nothing that no where else will have	None	3 5 
9446	486	i live in { LOCATION1 safety } , and well its fine ( nothing horrible well nothing that no where else will have	None	3 5 
9447	486	i live in { LOCATION1 transit location } , and well its fine ( nothing horrible well nothing that no where else will have	None	3 5 6 
9448	487	I sure as hell would n't wan na be stuck in a shithole like bloody { LOCATION1 general }	Negative	15 17 
9452	488	{ LOCATION1 general } is an inner London area with a multi-cultural population and quite high unemployment and poverty rates ; in other words , it 's by no means an upmarket part of town It 's as safe as anywhere else , probably safer than some of the ` ghetto ' type areas of London ( and other cities )	Positive	0 2 
9454	488	{ LOCATION1 safety } is an inner London area with a multi-cultural population and quite high unemployment and poverty rates ; in other words , it 's by no means an upmarket part of town It 's as safe as anywhere else , probably safer than some of the ` ghetto ' type areas of London ( and other cities )	Positive	0 2 
9456	489	Times have changed and so has { LOCATION1 general }	None	6 8 
9457	489	Times have changed and so has { LOCATION1 price }	None	6 8 
9458	489	Times have changed and so has { LOCATION1 safety }	None	6 8 
9459	489	Times have changed and so has { LOCATION1 transit location }	None	6 8 9 
9465	490	{ LOCATION1 price } to my knowledge attracts high income earning proffesionals as the properties can be quite pricey	Negative	0 2 
9468	491	{ LOCATION1 general } is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people	Positive	0 2 
9469	491	{ LOCATION1 price } is another nice area , loads of shops , good pubs , bars , clubs , restaurants etc But as you get to these areas , their best assests tend to be geared toward their local clientelle i e rich people	Negative	0 2 
9472	492	{ LOCATION1 general } market is famous and huge , but you have to wade through lots of tat to find a gem	None	0 2 
9473	492	{ LOCATION1 price } market is famous and huge , but you have to wade through lots of tat to find a gem	None	0 2 
9474	492	{ LOCATION1 safety } market is famous and huge , but you have to wade through lots of tat to find a gem	None	0 2 
9475	492	{ LOCATION1 transit location } market is famous and huge , but you have to wade through lots of tat to find a gem	None	0 2 3 
9476	493	You meet a mixture of people and being close enough to { LOCATION1 general } , it 's easy to intermingle	None	11 13 
9477	493	You meet a mixture of people and being close enough to { LOCATION1 price } , it 's easy to intermingle	None	11 13 
9478	493	You meet a mixture of people and being close enough to { LOCATION1 safety } , it 's easy to intermingle	None	11 13 
9479	493	You meet a mixture of people and being close enough to { LOCATION1 transit location } , it 's easy to intermingle	None	11 13 14 
9482	494	{ LOCATION1 safety } used to be a haven for drugs and prostitution	Negative	0 2 
9484	495	Does London/new _ { LOCATION1 general } have the same options	None	3 5 
9485	495	Does London/new _ { LOCATION1 price } have the same options	None	3 5 
9486	495	Does London/new _ { LOCATION1 safety } have the same options	None	3 5 
9487	495	Does London/new _ { LOCATION1 transit location } have the same options	None	3 5 6 
9488	496	{ LOCATION1 general } village is a seriously nice place to live	None	0 2 
9489	496	{ LOCATION1 price } village is a seriously nice place to live	None	0 2 
9490	496	{ LOCATION1 safety } village is a seriously nice place to live	None	0 2 
9491	496	{ LOCATION1 transit location } village is a seriously nice place to live	None	0 2 3 
9493	497	Well { LOCATION1 price } is very expensive	Negative	1 3 
9499	498	{ LOCATION1 transit location } is very leafy , with a wonderful park and woodlands , as well as being within walking distance of LOCATION1	Positive	0 2 3 
9500	499	however I 've never heard of { LOCATION1 general }	None	6 8 
9501	499	however I 've never heard of { LOCATION1 price }	None	6 8 
9502	499	however I 've never heard of { LOCATION1 safety }	None	6 8 
9503	499	however I 've never heard of { LOCATION1 transit location }	None	6 8 9 
9512	500	I 'm not sure about the surrounding areas to Essex but i live about 25 mins from Essex tho i do n't know how far { LOCATION1 general } is exactly	None	25 27 
9513	500	I 'm not sure about the surrounding areas to Essex but i live about 25 mins from Essex tho i do n't know how far { LOCATION1 price } is exactly	None	25 27 
9514	500	I 'm not sure about the surrounding areas to Essex but i live about 25 mins from Essex tho i do n't know how far { LOCATION1 safety } is exactly	None	25 27 
9515	500	I 'm not sure about the surrounding areas to Essex but i live about 25 mins from Essex tho i do n't know how far { LOCATION1 transit location } is exactly	None	25 27 28 
9516	501	eg { LOCATION1 general }	None	1 3 
9517	501	eg { LOCATION1 price }	None	1 3 
9518	501	eg { LOCATION1 safety }	None	1 3 
9519	501	eg { LOCATION1 transit location }	None	1 3 4 
9520	502	if you are poor { LOCATION1 general } will be great ,	Negative	4 6 
9524	503	Living in The London , close to LOCATION2 or the top of { LOCATION1 general } Road is very safe	None	12 14 
9525	503	Living in The London , close to LOCATION2 or the top of { LOCATION1 price } Road is very safe	None	12 14 
9526	503	Living in The London , close to LOCATION2 or the top of { LOCATION1 safety } Road is very safe	None	12 14 
9527	503	Living in The London , close to LOCATION2 or the top of { LOCATION1 transit location } Road is very safe	None	12 14 15 
14376	503	Living in The London , close to { LOCATION2 general } or the top of LOCATION1 Road is very safe	None	7 9 
14377	503	Living in The London , close to { LOCATION2 price } or the top of LOCATION1 Road is very safe	None	7 9 
14378	503	Living in The London , close to { LOCATION2 safety } or the top of LOCATION1 Road is very safe	None	7 9 
14379	503	Living in The London , close to { LOCATION2 transit location } or the top of LOCATION1 Road is very safe	None	7 9 10 
9531	504	Well there are three { LOCATION1 transit location } tube stations ( east , west and central ) , but they 're all on the Piccadilly Line	Positive	4 6 7 
9532	505	{ LOCATION1 general } is the best by a long shot	Positive	0 2 
9536	506	The { LOCATION1 general } area , as the name suggests is filled with beautiful water ways and one gets a more `` open '' and spacious feel	None	1 3 
9537	506	The { LOCATION1 price } area , as the name suggests is filled with beautiful water ways and one gets a more `` open '' and spacious feel	None	1 3 
9538	506	The { LOCATION1 safety } area , as the name suggests is filled with beautiful water ways and one gets a more `` open '' and spacious feel	None	1 3 
9539	506	The { LOCATION1 transit location } area , as the name suggests is filled with beautiful water ways and one gets a more `` open '' and spacious feel	None	1 3 4 
9540	507	{ LOCATION1 general } which covers a number of areas close to LOCATION2 has seen ( in my mind ) a huge social decline	Negative	0 2 
9547	508	I live in { LOCATION1 transit location } , there 's great access to transport , some great pubs , beautiful houses in some areas , good schools	Positive	3 5 6 
9549	509	The cheapest area of London is { LOCATION1 price } ( DA18 )	Positive	6 8 
9556	510	The point at which the turnpike gate stood was known as { LOCATION1 general }	None	11 13 
9557	510	The point at which the turnpike gate stood was known as { LOCATION1 price }	None	11 13 
9558	510	The point at which the turnpike gate stood was known as { LOCATION1 safety }	None	11 13 
9559	510	The point at which the turnpike gate stood was known as { LOCATION1 transit location }	None	11 13 14 
9560	511	Orbital comics in { LOCATION1 general } road LOCATION2 , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	3 5 
9561	511	Orbital comics in { LOCATION1 price } road LOCATION2 , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	3 5 
9562	511	Orbital comics in { LOCATION1 safety } road LOCATION2 , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	3 5 
9563	511	Orbital comics in { LOCATION1 transit location } road LOCATION2 , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	3 5 6 
14384	511	Orbital comics in LOCATION1 road { LOCATION2 general } , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	5 7 
14385	511	Orbital comics in LOCATION1 road { LOCATION2 price } , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	5 7 
14386	511	Orbital comics in LOCATION1 road { LOCATION2 safety } , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	5 7 
14387	511	Orbital comics in LOCATION1 road { LOCATION2 transit location } , I used to pass it every day any shop with blacked out windows is a good bet wow l'inghilterra _ strabello	None	5 7 8 
9565	512	remember that the closer to { LOCATION1 price } you are the more expensive it will be , so maybe a bit further out would be better , depending on how much you are able to spend	Negative	5 7 
9568	513	W9 3RU CAFE BUZZ ( Next to ABC Music ) Address : Great West Road , { LOCATION1 general }	None	16 18 
9569	513	W9 3RU CAFE BUZZ ( Next to ABC Music ) Address : Great West Road , { LOCATION1 price }	None	16 18 
9570	513	W9 3RU CAFE BUZZ ( Next to ABC Music ) Address : Great West Road , { LOCATION1 safety }	None	16 18 
9571	513	W9 3RU CAFE BUZZ ( Next to ABC Music ) Address : Great West Road , { LOCATION1 transit location }	None	16 18 19 
9572	514	You can read more about it here : { LOCATION1 general } Its quiet , has a park and its just such a great place to live its in the LOCATION2 area	None	8 10 
9573	514	You can read more about it here : { LOCATION1 price } Its quiet , has a park and its just such a great place to live its in the LOCATION2 area	None	8 10 
9574	514	You can read more about it here : { LOCATION1 safety } Its quiet , has a park and its just such a great place to live its in the LOCATION2 area	None	8 10 
9575	514	You can read more about it here : { LOCATION1 transit location } Its quiet , has a park and its just such a great place to live its in the LOCATION2 area	None	8 10 11 
14388	514	You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the { LOCATION2 general } area	None	27 29 
14389	514	You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the { LOCATION2 price } area	None	27 29 
14390	514	You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the { LOCATION2 safety } area	None	27 29 
14391	514	You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the { LOCATION2 transit location } area	None	27 29 30 
9577	515	I recently moved to { LOCATION1 price } in West London and the rent is not that high	Positive	4 6 
9583	516	The central line goes to { LOCATION1 transit location } where the Olympic site has been developed with excellent shopping	Positive	5 7 8 
9584	517	You may want to consider { LOCATION1 general }	Positive	5 7 
9588	518	{ LOCATION1 general } is London 's main shopping street	None	0 2 
9589	518	{ LOCATION1 price } is London 's main shopping street	None	0 2 
9590	518	{ LOCATION1 safety } is London 's main shopping street	None	0 2 
9591	518	{ LOCATION1 transit location } is London 's main shopping street	None	0 2 3 
9595	519	Rare to be BOTH It will take more than 30 minutes to get from { LOCATION1 transit location } to LOCATION1	Negative	14 16 17 
9600	520	I live in { LOCATION1 general } , and is the best place in London as far as I am concerned	Positive	3 5 
9604	521	) and { LOCATION1 general }	None	2 4 
9605	521	) and { LOCATION1 price }	None	2 4 
9606	521	) and { LOCATION1 safety }	None	2 4 
9607	521	) and { LOCATION1 transit location }	None	2 4 5 
9608	522	{ LOCATION1 general } - Up and coming , popular with young professionals	Positive	0 2 
9612	523	The boundary with the county of kent is 3 or 4 miles south of { LOCATION1 general } Town Centre	None	14 16 
9613	523	The boundary with the county of kent is 3 or 4 miles south of { LOCATION1 price } Town Centre	None	14 16 
9614	523	The boundary with the county of kent is 3 or 4 miles south of { LOCATION1 safety } Town Centre	None	14 16 
9615	523	The boundary with the county of kent is 3 or 4 miles south of { LOCATION1 transit location } Town Centre	None	14 16 17 
9616	524	{ LOCATION1 general } is very convenient place , near museums and London highlights like Trafalgar Square	None	0 2 
9617	524	{ LOCATION1 price } is very convenient place , near museums and London highlights like Trafalgar Square	None	0 2 
9618	524	{ LOCATION1 safety } is very convenient place , near museums and London highlights like Trafalgar Square	None	0 2 
9619	524	{ LOCATION1 transit location } is very convenient place , near museums and London highlights like Trafalgar Square	None	0 2 3 
9620	525	{ LOCATION1 general } is lovely but it 's probably a bit more gentrified	Positive	0 2 
9624	526	Avoid { LOCATION1 general } because it 's dirtier and more dangerous , and be aware that there is a lot of council housing in the area	Negative	1 3 
9626	526	Avoid { LOCATION1 safety } because it 's dirtier and more dangerous , and be aware that there is a lot of council housing in the area	Negative	1 3 
9628	527	i live near { LOCATION1 general }	None	3 5 
9629	527	i live near { LOCATION1 price }	None	3 5 
9630	527	i live near { LOCATION1 safety }	None	3 5 
9631	527	i live near { LOCATION1 transit location }	None	3 5 6 
9632	528	We live in { LOCATION1 general } and sold our 3 bed flat in LOCATION2 and bought a 5 bed house	None	3 5 
9633	528	We live in { LOCATION1 price } and sold our 3 bed flat in LOCATION2 and bought a 5 bed house	None	3 5 
9634	528	We live in { LOCATION1 safety } and sold our 3 bed flat in LOCATION2 and bought a 5 bed house	None	3 5 
9635	528	We live in { LOCATION1 transit location } and sold our 3 bed flat in LOCATION2 and bought a 5 bed house	None	3 5 6 
14392	528	We live in LOCATION1 and sold our 3 bed flat in { LOCATION2 general } and bought a 5 bed house	None	11 13 
14393	528	We live in LOCATION1 and sold our 3 bed flat in { LOCATION2 price } and bought a 5 bed house	None	11 13 
14394	528	We live in LOCATION1 and sold our 3 bed flat in { LOCATION2 safety } and bought a 5 bed house	None	11 13 
14395	528	We live in LOCATION1 and sold our 3 bed flat in { LOCATION2 transit location } and bought a 5 bed house	None	11 13 14 
9638	529	{ LOCATION1 safety } is predominantly safe	Positive	0 2 
9645	530	{ LOCATION1 price } is very expensive part of London to live ( i was born there , many years ago )	Negative	0 2 
9651	531	{ LOCATION1 transit location } has a train service non-stop to LHR every 15-20 minutes ( heathrow Express )	Positive	0 2 3 
9652	532	Try parking at one of the Piccadilly line stations on your way through { LOCATION1 general } and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to LOCATION2	None	13 15 
9653	532	Try parking at one of the Piccadilly line stations on your way through { LOCATION1 price } and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to LOCATION2	None	13 15 
9654	532	Try parking at one of the Piccadilly line stations on your way through { LOCATION1 safety } and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to LOCATION2	None	13 15 
9655	532	Try parking at one of the Piccadilly line stations on your way through { LOCATION1 transit location } and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to LOCATION2	None	13 15 16 
14400	532	Try parking at one of the Piccadilly line stations on your way through LOCATION1 and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to { LOCATION2 general }	None	34 36 
14401	532	Try parking at one of the Piccadilly line stations on your way through LOCATION1 and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to { LOCATION2 price }	None	34 36 
14402	532	Try parking at one of the Piccadilly line stations on your way through LOCATION1 and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to { LOCATION2 safety }	None	34 36 
14403	532	Try parking at one of the Piccadilly line stations on your way through LOCATION1 and getting the tube in , the piccadilly line runs quite late at the weekend , especially on route to { LOCATION2 transit location }	None	34 36 37 
9656	533	i 'm from { LOCATION1 general } right next to LOCATION2 and its a pretty good borough , nice restaurants and parks	Positive	3 5 
9660	534	{ LOCATION1 general } is awesome , nice parks , pubs and plenty to do	Positive	0 2 
9664	535	{ LOCATION1 general } is beautiful/trendy places to eat and drink , and the kind of area I like but at the minute the rent is extremely high	Positive	0 2 
9665	535	{ LOCATION1 price } is beautiful/trendy places to eat and drink , and the kind of area I like but at the minute the rent is extremely high	Negative	0 2 
9668	536	{ LOCATION1 general } ( : i love it	Positive	0 2 
9672	537	Prices in LOCATION2 are on a par with { LOCATION1 general }	None	8 10 
9673	537	Prices in LOCATION2 are on a par with { LOCATION1 price }	None	8 10 
9674	537	Prices in LOCATION2 are on a par with { LOCATION1 safety }	None	8 10 
9675	537	Prices in LOCATION2 are on a par with { LOCATION1 transit location }	None	8 10 11 
14408	537	Prices in { LOCATION2 general } are on a par with LOCATION1	None	2 4 
14409	537	Prices in { LOCATION2 price } are on a par with LOCATION1	None	2 4 
14410	537	Prices in { LOCATION2 safety } are on a par with LOCATION1	None	2 4 
14411	537	Prices in { LOCATION2 transit location } are on a par with LOCATION1	None	2 4 5 
9676	538	{ LOCATION1 general } bells is in the London , not the east end	None	0 2 
9677	538	{ LOCATION1 price } bells is in the London , not the east end	None	0 2 
9678	538	{ LOCATION1 safety } bells is in the London , not the east end	None	0 2 
9679	538	{ LOCATION1 transit location } bells is in the London , not the east end	None	0 2 3 
9680	539	While you are in the area you could also visit nearby { LOCATION1 general }	None	11 13 
9681	539	While you are in the area you could also visit nearby { LOCATION1 price }	None	11 13 
9682	539	While you are in the area you could also visit nearby { LOCATION1 safety }	None	11 13 
9683	539	While you are in the area you could also visit nearby { LOCATION1 transit location }	None	11 13 14 
9688	540	you could also try round the { LOCATION1 general } area	Positive	6 8 
9692	541	The good bits near the { LOCATION1 general } ( N1 ) are very nice , very central and also safe	Positive	5 7 
9694	541	The good bits near the { LOCATION1 safety } ( N1 ) are very nice , very central and also safe	Positive	5 7 
9695	541	The good bits near the { LOCATION1 transit location } ( N1 ) are very nice , very central and also safe	Positive	5 7 8 
9698	542	) And no need to worry about problems with the area because { LOCATION1 safety } is a safe and pleasant suburban town	Positive	12 14 
9700	543	{ LOCATION1 general } is a really is a sweet part of London , alot young artist around and somethings always happening	None	0 2 
9701	543	{ LOCATION1 price } is a really is a sweet part of London , alot young artist around and somethings always happening	None	0 2 
9702	543	{ LOCATION1 safety } is a really is a sweet part of London , alot young artist around and somethings always happening	None	0 2 
9703	543	{ LOCATION1 transit location } is a really is a sweet part of London , alot young artist around and somethings always happening	None	0 2 3 
9704	544	= ) { LOCATION1 general } FC does have a SW ( south-west ) postcode , but Londoners know that postcodes here are kind of eccentric , not least because there 's no NE postcode at all	None	2 4 
9705	544	= ) { LOCATION1 price } FC does have a SW ( south-west ) postcode , but Londoners know that postcodes here are kind of eccentric , not least because there 's no NE postcode at all	None	2 4 
9706	544	= ) { LOCATION1 safety } FC does have a SW ( south-west ) postcode , but Londoners know that postcodes here are kind of eccentric , not least because there 's no NE postcode at all	None	2 4 
9707	544	= ) { LOCATION1 transit location } FC does have a SW ( south-west ) postcode , but Londoners know that postcodes here are kind of eccentric , not least because there 's no NE postcode at all	None	2 4 5 
9708	545	For example , { LOCATION1 general } was originally in Surrey but became part of London ( outer ) in the '60s	None	3 5 
9709	545	For example , { LOCATION1 price } was originally in Surrey but became part of London ( outer ) in the '60s	None	3 5 
9710	545	For example , { LOCATION1 safety } was originally in Surrey but became part of London ( outer ) in the '60s	None	3 5 
9711	545	For example , { LOCATION1 transit location } was originally in Surrey but became part of London ( outer ) in the '60s	None	3 5 6 
9712	546	I live in { LOCATION1 general }	None	3 5 
9713	546	I live in { LOCATION1 price }	None	3 5 
9714	546	I live in { LOCATION1 safety }	None	3 5 
9715	546	I live in { LOCATION1 transit location }	None	3 5 6 
9716	547	It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then { LOCATION1 general } is definitely the right place to be	None	28 30 
9717	547	It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then { LOCATION1 price } is definitely the right place to be	None	28 30 
9718	547	It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then { LOCATION1 safety } is definitely the right place to be	None	28 30 
9719	547	It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then { LOCATION1 transit location } is definitely the right place to be	None	28 30 31 
9723	548	{ LOCATION1 transit location } is super close to the centre and LOCATION2 , with great connections and Exmouth Market	Positive	0 2 3 
9724	549	{ LOCATION1 general } is NOT a ghetto	Positive	0 2 
9732	550	As well as being steeped in a rich history , { LOCATION1 general } has a living , thriving , vibrant community	None	10 12 
9733	550	As well as being steeped in a rich history , { LOCATION1 price } has a living , thriving , vibrant community	None	10 12 
9734	550	As well as being steeped in a rich history , { LOCATION1 safety } has a living , thriving , vibrant community	None	10 12 
9735	550	As well as being steeped in a rich history , { LOCATION1 transit location } has a living , thriving , vibrant community	None	10 12 13 
9736	551	{ LOCATION1 general } is right by the River Thames too	None	0 2 
9737	551	{ LOCATION1 price } is right by the River Thames too	None	0 2 
9738	551	{ LOCATION1 safety } is right by the River Thames too	None	0 2 
9739	551	{ LOCATION1 transit location } is right by the River Thames too	None	0 2 3 
9740	552	From Harrods you can walk up Exhibition Road to { LOCATION1 general } , and Park Lane runs down from the bottom left hand corner of the park ( so to speak )	None	9 11 
9741	552	From Harrods you can walk up Exhibition Road to { LOCATION1 price } , and Park Lane runs down from the bottom left hand corner of the park ( so to speak )	None	9 11 
9742	552	From Harrods you can walk up Exhibition Road to { LOCATION1 safety } , and Park Lane runs down from the bottom left hand corner of the park ( so to speak )	None	9 11 
9743	552	From Harrods you can walk up Exhibition Road to { LOCATION1 transit location } , and Park Lane runs down from the bottom left hand corner of the park ( so to speak )	None	9 11 12 
9745	553	The average house price in { LOCATION1 price } is going to be MUCH higher than the average price in LOCATION1	Negative	5 7 
9748	554	LOCATION2 and { LOCATION1 general } are located on the Southwest of London	None	2 4 
9749	554	LOCATION2 and { LOCATION1 price } are located on the Southwest of London	None	2 4 
9750	554	LOCATION2 and { LOCATION1 safety } are located on the Southwest of London	None	2 4 
9751	554	LOCATION2 and { LOCATION1 transit location } are located on the Southwest of London	None	2 4 5 
